所属模块,用例标题,前置条件,步骤,预期,优先级,用例类型,适用阶段
/企业客户(#8),新增企业，邮箱输入框输入没有.符号的邮件地址,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 在邮件输入框输入12302255@qq com","1. 
2. 输入框下方出现提示信息‘邮件地址需为“xxx@xx.com”格式’’，输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，邮箱输入框输入没有com字母的邮件地址,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 在邮件输入框输入12302255@qq.","1. 
2. 输入框下方出现提示信息‘邮件地址需为“xxx@xx.com”格式’’，输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，邮箱输入框输入.后面加空格的邮件地址,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 在邮件输入框输入12302255@qq. Com","1. 
2. 输入框下方出现提示信息‘邮件地址需为“xxx@xx.com”格式’’，输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，邮箱输入框输入.前面加空格的邮件地址,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 在邮件输入框输入12302255@qq .com","1. 
2. 输入框下方出现提示信息‘邮件地址需为“xxx@xx.com”格式’，输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，邮箱输入框输入正确邮件地址,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 在邮件输入框输入12302255qq.com","1. 
2. 输入成功，输入框右边出现绿色对勾符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，qq输入框输入7位数字,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 在qq输入框输入1234567","1. 
2. 输入框下方出现提示信息‘qq号必须为8-12位数字’，输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，qq输入框输入13位数字,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 在qq输入框输入1234567891231","1. 
2. 输入框下方出现提示信息‘qq号必须为8-12位数字’，输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，qq输入框输入8位数字,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 在qq输入框输入12345678","1. 
2. 输入成功，输入框右边出现绿色对勾符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，qq输入框输入12位数字,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 在qq输入框输入123456783212","1. 
2. 输入成功，输入框右边出现绿色对勾符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，qq输入框输入10位带字母,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 在qq输入框输入123456781a","1. 
2. 输入框下方出现提示信息‘qq号必须为8-12位数字’，输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，qq输入框输入10位带特殊字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 在qq输入框输入123456781#","1. 
2. 输入框下方出现提示信息‘qq号必须为8-12位数字’，输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，qq输入框输入超长数字,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 在qq输入框输入123456895222222222222223565","1. 
2. 输入框下方出现提示信息‘qq号必须为8-12位数字’，输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，qq输入框输入10位包含空格,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 在qq输入框输入12345678 0","1. 
2. 输入框下方出现提示信息‘qq号必须为8-12位数字’，输入框右边出现红色‘x’符号",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，必填框输入合法信息，点击添加按钮,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 在企业名称框输入‘蜗牛创想科技有限公司’
3. 在所属行业框输入‘it技术培训’
4. 在企业地址框输入‘西安市未央区第五国际’
5. 在联系人框输入‘lucy’
6. 在联系电话框输入‘15896365256’
7. 点击添加按钮
8. 点击确定按钮","1. 输入成功，输入框右边出现绿色对勾符号
2. 输入成功，输入框右边出现绿色对勾符号
3. 输入成功，输入框右边出现绿色对勾符号
4. 输入成功，输入框右边出现绿色对勾符号
5. 输入成功，输入框右边出现绿色对勾符号
6. 输入成功，输入框右边出现绿色对勾符号
7. 弹框自动关闭，弹出新增成功提示框
8. 保存成功，列表下方显示该条信息，数据库新增成功",3,功能测试,"
功能测试阶段"
/企业客户(#8),新增企业，必填框、选填框输入合法信息，点击添加按钮,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 点击新增企业按钮
2. 在企业名称框输入‘上海博为峰有限公司’
3. 在所属行业框输入‘it技术培训’
4. 在企业地址框输入‘上海市闵行区’
5. 在联系人框输入‘jack’
6. 在联系电话框输入‘12589547858’
7. 邮箱框输入‘shbwf@163.com’
8. QQ框输入‘895862455’
9. 点击添加按钮
10. 点击确定按钮","1. 输入成功，输入框右边出现绿色对勾符号
2. 输入成功，输入框右边出现绿色对勾符号
3. 输入成功，输入框右边出现绿色对勾符号
4. 输入成功，输入框右边出现绿色对勾符号
5. 输入成功，输入框右边出现绿色对勾符号
6. 输入成功，输入框右边出现绿色对勾符号
7. 输入成功，输入框右边出现绿色对勾符号
8. 输入成功，输入框右边出现绿色对勾符号
9. 弹框自动关闭，弹出新增成功提示框
10. 保存成功，列表下方显示该条信息，数据库新增成功",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业信息，弹框是否出现,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
1. 查看‘修改企业信息’弹框是否出现","1. 
2. ‘修改企业信息’弹框出现",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业信息，企业名称不输入,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 企业名称框清空不输入
3. 点击保存按钮","1. 
2. 输入框右边出现红色‘x’符号
3. 保存失败，弹出提示框‘企业名称、地址、联系人、行业、电话不能为空’",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业信息，企业名称框输入数字,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 企业名称框修改为‘895865’
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘公司名称只能为字母或汉字’输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，企业名称框输入汉字包含空格,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 企业名称框修改为‘达内 科技’
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘公司名称只能为字母或汉字’输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，企业名称框输入汉字包含标点符号,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 企业名称框修改为‘达内（）科技’
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘公司名称只能为字母或汉字’输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，企业名称框输入汉字包含特殊字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 企业名称框修改为‘达内%科技’
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘公司名称只能为字母或汉字’输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，企业名称框输入3位长度字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 企业名称框修改为‘你好啊’
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘字符长度为4-20位’，输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，企业名称框输入4位长度字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 企业名称框修改为‘达内科技’
3. 点击保存按钮
4. 点击确定","1. 
2. 输入成功，输入框右边出现绿色对勾符号
3. 弹框自动关闭，弹出修改成功提示框
4. 保存成功，列表下方显示修改过的信息，数据库更新成功",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，企业名称框输入21位长度字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 企业名称框修改为‘你好你好你好你好你好你好你好你好你好你好啊’
3. 点击保存按钮","1. 
2. 输入框下方出现提示信息‘字符长度为4-20位’，输入框右边出现红色‘x’符号
3. 保存失败，修改企业信息框不关闭",3,功能测试,"
功能测试阶段"
/企业客户(#8),修改企业，企业名称框输入20位长度字符,"1. 正常打开页面
2. 就业老师角色（WNCD031）成功登录系统
3. 点击企业客户","1. 在列表栏选择‘上海博为峰有限公司’，点击右边的‘修改’按钮
2. 企业名称框修改为‘你好你好你好你好你好你好你好你好你好你好’
3. 点击保存按钮
4. 点击确定","1. 
2. 输入成功，输入框右边出现绿色对勾符号
3. 弹框自动关闭，弹出修改成功提示框
4. 保存成功，列表下方显示修改过的信息，数据库更新成功",3,功能测试,"
功能测试阶段"
